x_bin,y_bin,t_bin,particle_count
-61,-57,0,1
-61,-57,4,1
-61,-57,7,1
-61,-57,15,1
-61,-57,21,1
-61,-56,1,1
-61,-56,5,3
-61,-56,10,2
-61,-56,11,1
-61,-56,21,1
-61,-56,31,1
-61,-55,3,1
-61,-55,12,1
-61,-55,17,1
-61,-55,29,1
-61,-55,70,1
-61,-54,7,1
-61,-54,10,1
-61,-53,8,1
-61,-53,12,2
-61,-53,24,1
-61,-53,26,1
-61,-53,49,1
-61,-53,51,1
-61,-53,56,1
-61,-52,9,1
-61,-52,11,1
-61,-52,17,1
-61,-52,25,1
-61,-52,28,1
-61,-52,31,1
-61,-52,118,1
-61,-51,13,2
-61,-51,17,1
-61,-51,18,1
-61,-51,33,1
-61,-51,49,1
-61,-51,62,1
-61,-51,68,1
-61,-51,92,1
-61,-50,14,1
-61,-50,17,2
-61,-50,21,1
-61,-50,22,1
-61,-50,31,1
-61,-50,47,1
-61,-49,17,1
-61,-49,18,1
-61,-49,23,1
-61,-49,24,1
-61,-49,25,1
-61,-49,27,1
-61,-49,42,1
-61,-49,52,1
-61,-48,17,1
-61,-48,18,1
-61,-48,24,1
-61,-48,26,1
-61,-48,27,1
-61,-48,28,1
-61,-48,36,1
-61,-48,52,1
-61,-48,60,1
-61,-48,61,1
-61,-47,17,1
-61,-47,19,1
-61,-47,20,1
-61,-47,31,1
-61,-47,34,1
-61,-47,37,1
-61,-47,42,1
-61,-47,46,1
-61,-46,27,1
-61,-46,28,1
-61,-46,30,1
-61,-46,32,1
-61,-46,35,1
-61,-46,40,1
-61,-46,46,2
-61,-46,52,1
-61,-46,62,1
-61,-46,94,1
-61,-45,23,1
-61,-45,24,1
-61,-45,26,1
-61,-45,27,1
-61,-45,28,1
-61,-45,29,1
-61,-45,40,1
-61,-45,52,1
-61,-45,77,1
-61,-44,23,1
-61,-44,24,1
-61,-44,26,2
-61,-44,29,1
-61,-44,30,2
-61,-44,34,1
-61,-44,42,1
-61,-43,26,3
-61,-43,27,1
-61,-43,28,2
-61,-43,35,1
-61,-43,38,1
-61,-43,40,1
-61,-43,42,1
-61,-43,64,1
-61,-43,79,1
-61,-42,31,1
-61,-42,33,1
