x_bin,y_bin,t_bin,particle_count
-243,-68,188,1
-240,-56,89,1
-237,-69,49,1
-237,-47,264,1
-234,-213,45,1
-230,82,271,1
-229,-166,51,1
-229,-131,24,1
-228,84,194,1
-227,39,193,1
-227,133,210,2
-223,43,147,1
-223,187,305,1
-219,-78,69,1
-219,-77,69,1
-215,-89,34,1
-215,160,308,2
-214,-11,134,1
-213,102,226,1
-212,94,190,1
-209,-118,4,1
-209,-118,5,1
-207,74,176,1
-206,103,335,1
-205,62,175,1
-204,-193,23,1
-204,62,198,1
-201,110,235,1
-201,199,297,1
-199,-165,52,1
-199,57,160,1
-197,-153,71,1
-197,-53,169,1
-197,25,150,1
-197,61,198,1
-196,-28,100,1
-196,79,193,1
-195,-119,140,1
-194,67,199,1
-190,-34,119,1
-190,112,291,1
-189,-91,69,1
-187,91,215,1
-187,92,212,1
-186,86,283,1
-185,186,300,1
-185,199,321,1
-184,-151,37,1
-184,102,241,1
-183,28,132,1
-183,197,404,1
-182,-159,48,1
-182,-37,194,1
-181,106,212,1
-181,130,245,1
-180,-102,103,1
-180,-30,331,1
-180,0,143,1
-178,-7,123,1
-178,14,135,1
-178,41,158,1
-177,-95,38,1
-177,86,386,1
-176,-57,104,1
-176,1,130,1
-176,86,324,1
-175,52,159,2
-174,-112,69,1
-174,-33,124,1
-174,148,261,1
-173,-4,204,1
-172,22,218,1
-170,-86,58,1
-170,149,282,1
-169,-63,96,1
-169,-23,130,1
-168,-113,61,1
-168,-17,138,1
-167,-49,127,1
-167,-9,130,1
-167,-1,208,1
-167,47,196,1
-166,-25,129,1
-165,127,260,1
-163,-139,57,1
-163,-138,49,1
-163,-97,60,1
-163,-33,347,1
-163,49,205,1
-162,-8,144,1
-162,25,149,1
-162,26,169,1
-162,36,214,1
-161,-60,87,1
-161,32,164,1
-160,-88,60,1
-160,-49,160,1
-160,44,203,1
-160,45,210,1
-160,61,183,1
-159,-136,23,1
-159,-89,59,1
-159,-88,60,1
-159,-52,116,1
-158,-214,20,1
-158,-208,0,1
-158,-206,177,1
-158,-51,138,1
-158,-8,149,1
-158,164,335,1
-157,-49,141,1
-155,-147,25,1
-155,-62,80,1
-155,36,170,1
-155,147,352,1
-154,35,172,1
-153,-121,74,1
-153,-108,102,1
-153,-76,83,1
-153,-76,84,1
-153,40,182,1
-153,98,268,1
-153,175,374,1
-152,-85,74,1
-151,-151,16,1
-151,-125,73,1
-151,-45,148,1
-150,-211,8,1
-149,-90,87,1
-149,0,207,1
-149,40,208,1
-147,-28,122,1
-147,3,155,1
-147,9,152,1
-146,-20,140,1
-146,3,213,1
-146,34,187,1
-146,40,174,1
-145,-43,148,1
-145,-6,146,1
-145,62,302,1
-144,-119,78,1
-144,-116,108,1
-144,-109,144,1
-144,-81,96,1
-144,26,300,1
-143,-193,30,1
-143,-95,73,1
-143,-85,105,1
-143,90,223,1
-143,94,264,1
-142,-121,42,1
-142,-53,109,1
-142,177,306,1
-141,-93,130,1
-141,-53,102,1
-141,4,160,1
-141,25,170,1
-141,164,297,1
-140,-97,115,1
-140,-57,112,1
-140,3,245,1
-140,27,172,1
-139,-186,37,1
-139,-98,92,1
-139,11,170,1
-139,28,240,1
-138,-83,126,1
-138,-54,112,1
-138,-50,110,1
-138,35,172,1
-137,-147,48,1
-137,-144,320,1
-137,-30,127,1
-137,80,240,1
-136,-41,148,1
-136,-36,157,1
-135,-64,134,1
-135,-51,237,1
-135,144,278,1
-135,214,365,1
-134,24,169,1
-134,102,375,1
-133,-129,79,1
-133,-128,43,2
-133,-118,95,1
-133,70,266,1
-132,-120,133,1
-132,-67,155,1
-132,-53,111,1
-131,-47,137,1
-131,2,159,1
-131,10,243,1
-130,-105,77,1
-130,-86,138,1
-130,-83,105,1
-130,97,251,1
-130,149,304,1
-129,-222,52,1
-129,-126,47,1
-129,39,189,1
-128,-127,47,1
-128,-58,137,1
-128,-53,121,1
-128,-22,145,1
-128,-21,164,1
-128,137,303,1
-128,187,366,1
-127,-61,130,1
-127,-44,150,1
-127,15,203,1
-127,55,249,1
-127,75,224,1
-126,-149,105,1
-126,-126,50,1
-126,-102,147,1
-126,-35,145,1
-125,-161,34,1
-125,-135,45,1
-125,-107,91,1
-125,-92,80,1
-125,-41,148,1
-125,15,196,1
-125,168,316,1
-124,-138,92,1
-124,-135,47,1
-124,-95,77,1
-124,9,160,1
-123,-57,148,1
-123,-26,146,1
-123,-25,145,1
-123,-13,146,1
-123,15,198,1
-123,18,174,1
-123,99,253,1
-122,-32,181,1
-122,97,272,1
-121,-41,126,1
-120,-65,151,1
-120,41,196,1
-119,-148,114,1
-119,-116,193,1
-119,-9,160,1
-119,-3,166,1
-119,211,352,1
-119,227,403,1
-118,-167,42,1
-118,-2,158,1
-118,14,224,1
-118,175,460,1
-117,-182,145,1
-117,-120,132,1
-117,-87,123,1
-117,15,192,1
-117,109,318,1
-117,184,381,1
-116,-140,76,1
-116,-45,120,1
-116,12,215,1
-116,73,257,1
-115,-88,119,1
-115,-26,221,1
-114,-51,221,1
