x_bin,y_bin,t_bin,particle_count
-294,-158,104,1
-294,-136,78,1
-294,23,329,1
-294,58,414,1
-294,279,720,1
-293,-175,7,1
-293,-136,80,1
-293,-86,209,1
-293,-12,298,1
-293,0,560,1
-293,63,412,1
-292,-270,29,1
-292,-85,185,1
-291,-153,39,1
-291,-63,242,1
-291,-40,346,1
-291,87,474,1
-290,-71,185,1
-290,-25,300,1
-290,50,488,1
-289,-203,2,1
-289,-177,55,1
-289,101,598,1
-289,104,511,1
-288,-81,154,1
-288,24,312,1
-287,-72,184,1
-287,-41,480,1
-287,-33,259,1
-287,22,309,1
-287,23,311,1
-287,31,352,1
-287,135,524,1
-286,-168,134,1
-286,-76,199,1
-286,44,475,1
-286,135,525,1
-286,282,797,1
-285,-141,116,1
-285,40,412,1
-284,-47,305,1
-284,-4,345,1
-284,108,459,1
-284,253,716,1
-284,278,866,1
-284,279,860,1
-283,-268,40,1
-283,-132,93,1
-283,-79,270,1
-282,-211,72,1
-282,-137,116,1
-282,-72,203,1
-282,-14,363,1
-282,-13,368,1
-282,266,874,1
-281,-149,103,1
-281,-135,98,1
-281,-131,107,1
-281,-64,307,1
-281,18,438,1
-281,156,600,1
-281,195,700,1
-280,-272,1,1
-280,-185,60,1
-280,-153,126,1
-280,-136,191,1
-280,-6,314,1
-280,24,357,1
-280,40,422,1
-279,-230,71,1
-279,-184,59,1
-279,-99,199,1
-279,-53,345,1
-279,17,432,1
-279,31,408,1
-279,33,400,1
-279,41,426,1
-279,43,393,1
-278,-132,109,1
-278,-131,110,1
-278,-98,184,1
-278,38,602,1
-277,-222,41,1
-277,-187,64,1
-277,-167,103,1
-277,23,343,1
-276,-168,34,1
-276,-109,186,1
-276,-108,429,1
-276,-55,258,1
-276,-4,309,1
-276,3,314,1
-276,29,327,1
-276,260,733,1
-275,-198,149,1
-275,-160,451,1
-275,-99,172,1
-275,-61,249,1
-275,-57,689,1
-275,-37,250,1
-275,7,479,1
-275,63,392,2
-274,-228,63,1
-274,-168,110,1
-274,-162,449,1
-274,-154,186,1
-274,-11,428,1
-274,-8,395,1
-274,29,380,1
-274,41,440,1
-273,-181,149,1
-273,-125,161,1
-273,-58,213,1
-273,-6,307,1
-272,-142,90,1
-272,-125,106,1
-272,-114,167,1
-272,104,683,1
-271,-204,93,1
-271,-143,89,1
-271,-135,270,1
-271,-76,259,1
-271,-52,249,1
-271,-33,264,1
-271,-12,374,1
-271,43,424,1
-271,52,444,1
-271,68,465,1
-270,-178,35,1
-270,-148,93,1
-270,-80,181,1
-270,-77,192,1
-270,-60,248,1
-270,-54,388,1
-270,-6,450,1
-269,-72,186,1
-269,-43,302,1
-269,-30,282,1
-269,-26,308,1
-269,122,535,1
-269,210,727,1
-268,-263,243,1
-268,-220,43,1
-268,-199,18,2
-268,-195,24,1
-268,-66,677,1
-268,-58,256,1
-268,-20,306,1
-268,188,639,1
-267,-137,133,1
-267,-66,230,1
-267,-42,248,1
-267,-6,375,1
-267,21,342,1
-267,140,603,1
-267,162,584,1
-266,-199,13,1
-266,-172,109,1
-266,-102,242,1
-266,-70,336,1
-266,4,323,1
-266,47,443,1
-266,76,526,1
-265,-197,137,1
-265,-86,306,1
-265,142,605,1
-264,-171,129,1
-264,-155,115,1
-264,-145,217,1
-264,1,355,1
-264,112,543,1
-263,-212,17,1
-263,-182,106,1
-263,-181,105,1
-263,-111,172,1
-263,-110,193,1
-263,-73,192,1
-263,-69,206,1
-263,-25,296,1
-263,-16,308,1
-263,-15,306,1
-263,12,321,1
-263,50,384,1
-263,73,480,1
-263,111,593,1
-263,112,556,1
-263,146,640,1
-263,189,665,1
-263,230,783,1
-262,-211,16,1
-262,-25,294,1
-262,75,463,1
-262,79,470,1
-262,183,721,1
-262,251,798,1
-261,-184,87,1
-261,-79,245,1
-261,-50,227,1
-261,-20,300,1
-261,17,368,1
-261,59,436,1
-260,-129,144,1
-260,-51,266,1
-260,-8,364,1
-260,-7,301,1
-260,22,432,1
-260,33,457,1
-260,249,739,1
-259,-198,135,1
-259,-116,230,1
-259,-115,230,1
-259,-77,215,1
-259,-77,236,1
-259,-75,236,1
-259,-23,469,1
-259,69,460,1
-259,135,584,1
-258,-221,40,1
-258,-123,204,1
-258,43,479,1
-258,67,422,1
-258,96,537,1
-258,144,570,1
-257,-137,229,1
-257,-106,280,1
-257,-26,321,1
-257,39,381,1
-257,42,452,1
-257,42,453,1
-257,103,512,1
-257,169,880,1
-256,66,500,1
-256,179,701,1
-255,-119,139,1
-255,-24,283,1
-254,-241,56,1
-254,109,517,1
-254,124,534,1
-254,186,633,1
-253,-116,455,1
-253,-8,324,1
-253,-5,360,1
-253,24,389,1
-253,221,754,1
-252,-206,41,1
-252,-175,127,1
-252,-125,141,1
-252,-115,178,1
-252,-94,303,1
-252,-53,267,1
-252,-44,303,1
-252,24,394,1
-252,52,479,1
-252,160,622,1
-251,-212,58,1
-251,-211,55,1
-251,-206,172,1
-251,-200,186,1
-251,-179,57,1
-251,-178,55,1
-251,-150,194,1
-251,-80,215,1
-251,-49,279,1
-251,73,548,1
-251,210,682,1
-250,-256,52,1
-250,-200,58,1
-250,-189,128,1
-250,-41,307,1
-250,6,372,1
-250,28,366,1
-250,107,546,1
-249,-62,278,1
-249,-49,270,1
-249,26,474,1
-249,32,411,1
-249,41,410,1
-249,62,509,1
-249,112,545,1
-249,125,538,1
-249,163,639,1
-248,-245,57,1
-248,-166,94,1
-248,-111,433,1
-248,-49,271,1
-248,-35,309,1
-248,5,353,1
-248,22,403,1
-248,35,467,1
-248,61,583,1
-248,104,551,1
-248,137,664,1
-248,155,567,2
-248,188,637,1
-248,248,813,1
-247,-132,126,1
-247,36,403,1
-247,117,650,1
-246,-222,51,1
-246,-204,101,1
-246,-67,226,1
-246,51,462,1
-246,83,479,1
-246,111,525,1
-246,160,625,1
-246,213,731,1
-246,244,810,1
-245,-119,226,1
-245,-87,442,1
-245,-77,226,1
-245,-67,228,2
-245,25,409,1
-245,60,510,1
-245,76,492,1
-245,84,484,1
-245,106,598,1
-244,-159,94,1
-244,-142,169,1
-244,-132,139,1
-244,-75,229,1
-244,-69,266,1
-244,-68,256,1
-244,-59,253,1
-244,-43,316,1
-244,-43,378,1
-244,-22,318,1
-244,-14,392,1
-244,72,452,1
-244,75,516,1
-243,-116,232,1
-243,-102,189,1
-243,-77,243,1
-243,-76,245,1
-243,-21,307,1
-242,-293,117,1
-242,-176,203,1
-242,-74,238,1
-242,-20,444,1
-242,10,391,1
-242,87,541,1
-242,108,537,1
-242,164,648,1
-241,-170,257,1
-241,-165,105,1
-241,-139,153,1
-241,45,512,1
-241,158,613,1
-240,-244,4,1
-240,-195,78,1
-240,-181,253,1
-240,-162,101,1
-240,-61,350,1
-240,33,450,1
-240,61,483,1
-240,184,678,1
-239,-179,320,1
-239,-165,147,1
-239,-43,286,1
-239,30,398,1
-239,32,548,1
-239,49,424,1
-239,73,483,1
-239,159,642,1
-238,1,390,1
-238,79,629,1
-238,94,503,1
-238,112,581,1
-237,-172,367,1
-237,-136,142,1
-237,-31,377,1
-237,24,388,1
-237,75,622,1
-237,249,930,1
-236,-240,91,1
-236,-123,254,1
-236,-98,301,1
-236,40,425,1
-236,66,448,2
-235,-248,36,1
-235,-242,71,1
-235,-180,122,1
-235,-171,369,1
-235,-157,180,1
-235,-87,317,1
-235,-71,380,1
-235,-51,288,1
-235,50,422,1
-234,-278,325,1
-234,-148,150,1
-234,-138,144,1
-234,-124,240,1
-234,-70,252,1
-234,-42,285,1
-234,-42,287,1
