x_bin,y_bin,t_bin,particle_count
-61,-56,8,1
-61,-55,0,1
-61,-54,0,1
-61,-54,5,1
-61,-53,94,1
-61,-52,20,1
-61,-49,6,1
-61,-48,63,1
-61,-44,29,1
-61,-43,17,2
-61,-42,15,1
-61,-41,15,1
-61,-41,35,1
-61,-39,73,1
-61,-38,48,1
-61,-36,30,1
-61,-35,35,1
-61,-32,20,2
-61,-32,47,1
-61,-30,27,1
-61,-30,56,1
-61,-30,82,1
-61,-29,25,1
-61,-29,77,1
-61,-28,30,1
-61,-27,39,2
-61,-26,29,1
-61,-25,52,1
-61,-24,64,1
-61,-22,24,1
-61,-21,23,1
-61,-21,29,1
-61,-21,58,1
-61,-21,65,1
-61,-20,25,1
-61,-20,37,1
-61,-19,28,1
-61,-18,29,1
-61,-17,27,1
-61,-15,33,1
-61,-15,81,1
-61,-13,39,1
-61,-11,39,1
-61,-11,46,1
-61,-11,77,1
-61,-10,54,1
-61,-6,52,1
-61,-5,57,1
-61,-4,48,1
-61,-3,100,1
-61,0,58,1
-61,1,46,1
-61,2,62,1
-61,6,70,1
-61,6,76,1
-61,7,51,1
-61,7,95,1
-61,8,51,1
-61,9,52,2
-61,9,65,1
-61,10,51,1
-61,11,70,1
-61,13,59,1
-61,13,92,2
-61,13,94,1
-61,16,58,2
-61,16,82,1
-61,16,147,1
-61,17,62,1
-61,17,84,1
-61,18,71,1
-61,20,65,1
-61,20,70,1
-61,20,75,1
-61,23,83,1
-61,23,84,1
-61,25,74,1
-61,26,84,1
-61,27,66,1
-61,27,101,1
-61,28,66,1
-61,28,68,2
-61,28,103,1
-61,29,66,1
-61,29,158,1
-61,33,96,1
-61,34,84,1
-61,35,79,1
-61,35,86,1
-61,35,91,1
-61,36,97,1
-61,39,76,1
-61,40,80,1
-61,44,155,1
-61,45,86,1
-61,46,82,1
-61,47,113,1
-61,51,88,1
-61,52,83,1
-61,52,111,1
-61,52,122,1
-60,-54,12,1
-60,-53,69,1
-60,-50,8,1
-60,-50,46,1
-60,-49,28,1
-60,-49,58,1
-60,-49,111,1
-60,-47,14,1
-60,-45,9,1
-60,-45,15,1
-60,-44,9,1
-60,-43,56,1
-60,-42,27,1
-60,-40,11,1
-60,-40,12,1
-60,-40,23,1
-60,-39,14,1
-60,-38,23,1
-60,-38,41,1
-60,-36,22,1
-60,-33,25,1
-60,-29,28,1
-60,-29,46,1
-60,-29,76,1
-60,-28,28,1
-60,-26,24,1
-60,-26,28,1
-60,-25,22,1
-60,-25,26,1
-60,-25,129,1
-60,-24,54,1
-60,-23,26,1
-60,-23,32,1
-60,-23,36,1
-60,-22,42,1
-60,-22,92,1
-60,-20,27,1
-60,-20,30,1
-60,-20,33,1
-60,-18,44,1
-60,-17,35,1
-60,-16,38,1
-60,-15,39,1
-60,-15,44,1
-60,-15,52,1
-60,-14,32,1
-60,-14,38,1
-60,-14,107,1
-60,-13,36,1
-60,-13,84,1
-60,-12,34,1
-60,-12,39,1
-60,-9,41,1
-60,-8,61,1
-60,-6,40,1
-60,-6,56,1
-60,-2,39,1
-60,-2,133,1
-60,-1,43,1
-60,-1,44,1
-60,-1,54,1
-60,1,71,1
-60,3,96,1
-60,4,49,1
-60,5,65,1
-60,6,50,1
-60,6,51,1
-60,6,76,1
-60,7,68,1
-60,9,64,1
-60,9,82,1
-60,12,73,1
-60,13,53,1
-60,13,81,1
-60,13,82,1
-60,14,61,2
-60,16,58,1
-60,17,74,1
-60,17,90,1
-60,17,92,1
-60,18,61,1
-60,19,60,1
-60,21,85,1
-60,21,87,1
-60,22,88,1
-60,22,107,1
-60,24,61,1
-60,24,70,1
-60,24,71,1
-60,24,85,1
-60,25,64,1
-60,25,79,1
-60,25,88,1
-60,30,66,1
-60,30,69,1
-60,30,81,1
-60,32,66,2
-60,35,78,1
-60,37,86,1
-60,41,178,1
-60,42,110,1
-60,43,103,1
-60,45,80,1
-60,45,90,1
-60,45,106,1
-60,45,121,1
-60,48,103,1
-60,55,97,1
-59,-55,54,1
-59,-54,57,1
-59,-53,23,1
-59,-52,5,1
-59,-52,42,1
-59,-51,4,1
-59,-51,85,1
-59,-50,63,1
-59,-49,5,1
-59,-46,9,1
-59,-44,8,1
-59,-42,9,1
-59,-41,15,1
-59,-37,64,1
-59,-36,67,1
-59,-33,24,1
-59,-32,17,1
-59,-29,20,1
-59,-29,22,2
-59,-29,40,1
-59,-28,45,1
-59,-27,35,1
-59,-26,21,1
-59,-26,41,1
-59,-25,28,1
-59,-25,37,1
-59,-25,68,1
-59,-24,40,1
-59,-22,37,1
-59,-21,32,1
-59,-19,54,1
-59,-18,51,1
-59,-17,31,1
-59,-15,39,1
-59,-12,32,1
-59,-12,35,1
-59,-11,37,1
-59,-11,41,1
-59,-11,49,1
-59,-9,52,1
-59,-8,46,1
-59,-7,43,1
-59,-7,66,1
-59,-6,46,1
-59,-6,60,1
-59,-5,47,1
-59,-5,91,1
-59,-4,40,1
-59,-3,63,1
-59,-3,84,1
-59,-2,47,1
-59,-1,50,1
-59,-1,60,1
-59,0,48,1
-59,0,50,1
-59,0,66,1
-59,2,48,1
-59,3,46,1
-59,3,75,1
-59,4,75,1
-59,5,55,1
-59,5,61,1
-59,6,47,1
-59,7,71,1
-59,8,88,1
-59,11,93,1
-59,12,94,1
-59,12,103,1
-59,12,121,1
-59,14,58,1
-59,14,76,1
-59,14,85,1
-59,18,66,1
-59,19,67,1
-59,20,83,1
-59,21,61,1
-59,23,69,1
-59,23,77,1
-59,23,98,1
-59,26,69,1
-59,26,71,1
-59,26,72,1
-59,26,80,1
-59,27,70,1
-59,27,119,1
-59,28,74,1
-59,28,86,1
-59,28,97,1
-59,28,100,1
-59,29,69,1
-59,31,137,1
-59,32,74,1
-59,36,78,1
-59,37,76,1
-59,37,97,1
-59,39,116,1
-59,41,93,1
-59,42,81,1
-59,43,83,1
-59,44,153,1
-59,46,119,1
-59,49,123,1
-59,49,131,1
-59,51,130,1
-59,51,135,1
-58,-53,10,1
-58,-48,51,1
-58,-47,45,1
-58,-46,9,1
-58,-44,26,1
-58,-43,38,1
-58,-42,11,1
-58,-42,31,1
-58,-42,185,1
-58,-41,24,1
-58,-39,16,1
-58,-39,35,1
-58,-37,18,1
-58,-36,23,1
-58,-35,55,1
-58,-32,21,1
-58,-32,62,1
-58,-31,43,1
-58,-31,63,1
-58,-28,25,1
-58,-28,37,1
-58,-28,68,1
-58,-27,21,1
-58,-27,26,1
-58,-26,47,1
-58,-26,59,1
-58,-26,67,1
-58,-23,35,1
-58,-22,45,1
-58,-22,90,1
-58,-18,50,1
-58,-17,39,1
-58,-17,43,1
-58,-14,35,1
-58,-14,42,1
-58,-14,44,1
-58,-13,38,1
-58,-11,39,1
-58,-11,40,1
-58,-11,111,1
-58,-8,50,1
-58,-8,125,1
-58,-7,45,1
-58,-7,55,1
-58,-7,56,1
-58,-6,51,1
-58,-6,76,1
-58,-6,81,1
-58,-5,43,1
-58,-5,46,1
-58,-3,48,1
-58,-2,103,1
-58,0,62,1
-58,2,65,1
-58,5,63,1
-58,6,51,1
-58,6,59,1
-58,7,54,1
-58,8,58,1
-58,9,51,1
-58,10,64,1
-58,10,84,1
-58,11,55,1
-58,11,62,1
-58,11,65,1
-58,13,67,1
-58,13,83,1
-58,13,120,1
-58,14,68,1
-58,14,70,1
-58,15,67,1
-58,16,66,1
-58,17,89,1
-58,17,166,1
-58,17,192,1
-58,18,58,2
-58,18,79,1
-58,19,91,2
-58,20,72,1
-58,20,75,1
-58,21,91,1
-58,21,99,1
-58,22,66,1
-58,22,78,2
-58,22,98,1
-58,24,65,1
-58,26,72,1
-58,27,96,1
-58,28,71,1
-58,28,74,1
-58,29,75,1
-58,30,85,1
-58,31,100,1
-58,31,134,1
-58,32,73,1
-58,32,80,1
-58,33,91,1
-58,33,125,1
-58,34,75,1
-58,36,135,1
-58,39,79,1
-58,39,81,1
-58,40,95,1
-58,40,104,1
-58,42,85,2
-58,43,113,1
-58,46,174,1
-58,48,91,1
-58,51,90,1
-58,54,91,1
-58,55,104,1
-58,55,165,1
-57,-57,1,1
-57,-55,2,1
-57,-54,20,1
-57,-53,8,1
-57,-53,67,1
-57,-51,21,1
-57,-49,7,1
-57,-46,28,1
-57,-44,9,1
-57,-42,13,1
-57,-42,52,1
-57,-40,25,1
-57,-39,17,1
-57,-39,49,1
-57,-38,37,1
-57,-37,17,1
-57,-36,32,1
-57,-34,16,1
-57,-34,25,1
-57,-34,29,1
-57,-32,53,1
-57,-30,27,1
-57,-29,46,1
-57,-28,58,1
-57,-27,32,1
-57,-26,40,1
-57,-26,41,1
-57,-25,24,1
-57,-23,24,1
-57,-23,28,1
-57,-23,34,1
-57,-23,40,1
-57,-23,61,1
-57,-23,78,1
-57,-21,30,1
-57,-19,32,1
-57,-18,53,1
-57,-18,56,1
-57,-18,80,1
-57,-17,33,1
-57,-17,52,1
-57,-17,89,1
-57,-16,61,1
-57,-15,44,1
-57,-14,73,1
-57,-12,39,1
-57,-12,44,1
-57,-11,35,1
-57,-11,45,1
-57,-11,82,1
-57,-10,37,1
-57,-10,50,1
-57,-9,48,1
-57,-7,43,1
-57,-6,47,1
-57,-6,91,1
-57,-4,42,1
-57,-4,48,1
-57,-4,86,1
-57,-1,46,1
-57,0,49,1
-57,0,71,1
-57,1,45,1
-57,1,66,1
-57,4,53,1
-57,5,59,1
-57,5,76,1
-57,5,92,1
-57,6,50,1
-57,6,62,1
-57,6,63,1
-57,6,65,1
-57,11,62,1
-57,13,63,2
-57,13,98,1
-57,15,86,1
-57,15,114,1
-57,16,56,1
-57,16,66,1
-57,17,66,1
-57,19,63,1
-57,19,65,1
-57,20,64,1
-57,20,65,1
-57,20,73,1
-57,20,74,1
-57,20,139,1
-57,23,94,1
-57,24,79,1
-57,25,79,1
-57,27,82,1
-57,27,135,1
-57,28,70,1
-57,29,100,1
-57,30,80,1
-57,30,81,1
-57,31,77,1
-57,31,89,1
-57,35,87,1
-57,36,78,1
-57,37,87,1
-57,39,78,1
-57,39,87,1
-57,42,90,1
-57,44,86,1
-57,45,88,1
-57,49,85,1
-57,49,103,1
-57,51,91,1
-57,51,119,1
-57,53,127,1
-57,53,141,1
-57,53,177,1
-57,54,117,1
-56,-56,6,1
-56,-54,36,1
-56,-52,6,1
-56,-48,10,1
-56,-45,16,1
-56,-45,57,1
-56,-43,40,1
-56,-42,39,1
-56,-42,61,1
-56,-41,12,1
-56,-40,20,1
-56,-39,46,1
-56,-36,17,1
-56,-35,47,1
-56,-35,54,1
-56,-34,23,1
-56,-34,24,1
-56,-34,68,1
-56,-33,28,1
-56,-32,48,1
-56,-31,26,1
-56,-31,36,1
-56,-29,22,1
-56,-28,42,1
-56,-28,60,1
-56,-28,70,1
-56,-28,81,1
-56,-27,25,1
-56,-27,131,1
-56,-26,30,1
-56,-26,46,1
-56,-26,81,1
-56,-23,66,1
-56,-22,42,1
-56,-21,87,1
-56,-20,41,1
-56,-19,33,1
-56,-18,34,1
-56,-18,48,1
-56,-18,53,1
-56,-17,48,1
-56,-16,31,1
-56,-16,35,1
-56,-16,47,1
-56,-15,38,1
-56,-15,42,1
-56,-15,75,1
-56,-14,35,1
-56,-14,59,1
-56,-13,38,1
-56,-13,85,1
-56,-12,44,1
-56,-12,46,1
-56,-12,51,1
-56,-12,59,1
-56,-12,76,1
-56,-9,38,2
-56,-9,56,1
-56,-7,41,1
-56,-7,55,1
-56,-7,90,1
-56,-6,42,1
-56,-6,45,1
-56,-5,50,1
-56,-5,65,1
-56,-4,43,1
-56,-3,88,1
-56,-1,59,1
-56,0,62,1
-56,1,48,1
-56,1,68,1
-56,1,99,1
-56,3,57,1
-56,4,49,1
-56,4,60,1
-56,4,72,1
-56,6,75,1
-56,9,54,1
-56,10,66,1
-56,10,75,1
-56,11,56,1
-56,11,62,1
-56,12,59,1
-56,12,69,1
-56,13,59,1
-56,13,67,1
-56,13,72,1
-56,13,76,1
-56,14,57,2
-56,14,61,1
-56,16,109,1
-56,17,60,1
-56,18,59,1
-56,18,96,1
-56,19,79,1
-56,20,68,1
-56,20,88,1
-56,21,96,1
-56,24,67,1
-56,24,68,1
-56,26,180,1
-56,27,72,1
-56,27,85,1
-56,28,162,1
-56,29,102,1
-56,30,70,2
-56,35,91,1
-56,36,85,1
-56,39,215,1
-56,43,81,1
-56,43,117,1
-56,44,92,1
-56,47,83,1
-56,47,94,1
-56,47,99,1
-56,48,91,1
-56,48,99,1
-56,49,103,1
-56,52,182,1
-56,53,110,1
-56,54,109,1
-56,56,150,1
-55,-56,83,1
-55,-55,5,1
-55,-54,26,1
-55,-54,217,1
-55,-52,37,1
-55,-51,10,1
-55,-50,18,1
-55,-50,36,1
-55,-49,20,1
-55,-49,27,1
-55,-49,30,1
-55,-48,17,1
-55,-47,9,1
-55,-46,26,1
-55,-44,52,1
-55,-43,45,1
-55,-43,77,1
-55,-42,13,1
-55,-42,18,1
-55,-42,29,1
-55,-42,81,1
-55,-42,117,1
-55,-41,25,1
-55,-41,30,1
-55,-41,37,1
-55,-38,23,1
-55,-35,27,1
-55,-34,71,1
-55,-32,22,1
-55,-29,24,1
-55,-28,24,1
-55,-28,29,1
-55,-28,36,1
-55,-28,49,1
-55,-28,59,1
-55,-27,50,1
-55,-26,29,2
-55,-24,49,1
-55,-23,29,1
-55,-23,48,1
-55,-22,28,1
-55,-22,44,1
-55,-22,80,1
-55,-21,27,1
-55,-20,32,1
-55,-20,33,1
-55,-20,35,1
-55,-20,39,1
-55,-20,59,1
-55,-20,66,1
-55,-18,49,1
-55,-18,50,1
-55,-17,75,1
-55,-16,35,1
-55,-16,61,1
-55,-15,38,1
-55,-14,47,1
-55,-14,57,1
-55,-13,37,1
-55,-12,43,1
-55,-11,45,1
-55,-11,53,1
-55,-8,39,1
-55,-8,42,1
-55,-8,43,1
-55,-8,48,1
-55,-8,96,1
-55,-7,50,1
-55,-7,57,1
-55,-6,41,1
-55,-6,74,1
-55,-5,71,1
-55,-4,44,1
-55,-4,46,1
-55,-4,56,1
-55,-3,61,1
-55,-2,43,1
-55,-2,49,1
-55,-2,57,1
-55,-2,62,1
-55,-1,53,1
-55,0,52,1
-55,1,51,1
-55,3,49,2
-55,3,51,1
-55,3,53,1
-55,3,62,1
-55,4,52,1
-55,4,131,1
-55,7,56,1
-55,7,76,1
-55,9,74,1
-55,9,94,1
-55,10,65,1
-55,11,73,1
-55,14,61,1
-55,14,70,2
-55,15,68,1
-55,16,64,1
-55,17,66,1
-55,18,76,1
-55,18,95,1
-55,18,107,1
-55,19,72,1
-55,21,67,1
-55,21,68,1
-55,21,69,1
-55,22,86,1
-55,24,97,1
-55,25,89,1
-55,27,74,1
-55,27,87,1
-55,28,86,1
-55,28,107,1
-55,30,79,1
-55,30,82,1
-55,31,91,1
-55,31,154,1
-55,37,91,1
-55,37,94,1
-55,37,138,1
-55,40,83,1
-55,40,84,1
-55,41,135,1
-55,42,105,2
-55,46,90,1
-55,46,112,1
-55,47,88,1
-55,49,129,1
-54,-57,20,1
-54,-55,8,1
-54,-55,11,1
-54,-55,15,1
-54,-54,17,2
-54,-54,32,1
-54,-53,22,1
-54,-52,20,1
-54,-47,12,1
-54,-46,11,2
-54,-46,20,1
-54,-46,29,1
-54,-43,34,1
-54,-42,15,1
-54,-42,17,1
-54,-39,34,1
-54,-39,54,1
-54,-38,20,1
-54,-38,52,1
-54,-37,27,1
-54,-36,32,1
-54,-35,23,1
-54,-34,19,1
-54,-33,69,1
-54,-32,39,1
-54,-30,32,1
-54,-30,40,1
-54,-29,24,1
-54,-29,27,1
-54,-28,112,1
-54,-26,38,1
-54,-25,65,1
-54,-23,32,1
-54,-21,71,1
-54,-20,31,1
-54,-20,35,1
-54,-20,55,1
-54,-20,56,1
-54,-19,31,1
-54,-19,43,1
-54,-19,63,1
-54,-18,37,1
-54,-18,72,1
-54,-17,34,1
-54,-16,36,1
-54,-16,38,1
-54,-16,42,1
-54,-16,71,1
-54,-15,49,1
-54,-15,55,1
-54,-14,37,1
-54,-13,37,1
-54,-13,45,1
-54,-12,37,1
-54,-12,56,1
-54,-12,88,1
-54,-11,37,1
-54,-11,46,1
-54,-11,50,1
-54,-11,89,1
-54,-10,39,1
-54,-10,42,1
-54,-10,67,2
-54,-9,56,1
-54,-8,40,1
-54,-8,46,1
-54,-6,47,1
-54,-6,49,1
-54,-3,48,1
-54,-2,67,1
-54,0,58,1
-54,0,81,1
-54,1,54,2
-54,1,57,1
-54,1,71,1
-54,2,63,1
-54,2,75,1
-54,3,63,1
-54,3,72,1
-54,4,53,1
-54,5,60,1
