x_bin,y_bin,t_bin,particle_count
-61,-38,58,1
-61,-6,97,1
-61,2,123,1
-61,2,147,1
-61,13,136,1
-61,15,168,1
-61,21,173,1
-60,-54,9,1
-60,-53,10,1
-60,-51,10,1
-60,-42,60,1
-60,-34,67,1
-60,-33,49,1
-60,-16,95,1
-60,28,193,1
-60,39,199,1
-59,-55,0,1
-59,-50,13,1
-59,-42,36,1
-59,-41,29,1
-59,-22,103,1
-59,-2,109,1
-59,2,120,1
-59,6,144,1
-59,23,184,1
-59,32,180,1
-59,48,226,1
-59,52,319,1
-58,-56,11,1
-58,-47,18,1
-58,-40,33,1
-58,-39,40,1
-58,-38,38,1
-58,-29,70,1
-58,-26,86,1
-58,-22,70,1
-58,-21,81,1
-58,-13,100,1
-58,12,147,1
-58,14,176,1
-58,42,216,1
-57,-54,6,1
-57,-49,21,1
-57,-38,42,1
-57,-25,84,1
-57,-23,70,1
-57,-23,75,1
-57,-6,109,1
-57,-1,117,2
-56,-53,30,1
-56,-49,38,1
-56,-41,36,1
-56,-18,87,1
-56,-17,100,1
-56,-16,109,1
-56,17,161,1
-56,32,195,1
-56,35,202,1
-56,47,218,1
-55,-55,37,1
-55,-48,41,1
-55,-43,35,1
-55,-31,87,1
-55,-29,73,1
-55,-26,71,1
-55,6,150,1
-55,9,138,1
-55,10,181,1
-55,11,144,1
-55,16,155,1
-54,-56,23,1
-54,-45,33,1
-54,-43,35,1
-54,-39,76,1
-54,-34,54,1
-54,-32,60,1
-54,-32,61,1
-54,-15,106,1
-54,-13,118,1
-54,-8,114,1
-54,-4,114,1
-54,1,169,1
-53,-54,19,1
-53,-30,64,2
-53,-23,85,1
-53,-17,94,1
-53,0,127,1
-53,3,135,1
-53,6,140,1
-53,13,152,1
-53,17,168,1
-53,19,168,1
-52,-51,42,1
-52,-48,35,1
-52,-44,47,1
-52,-42,41,1
-52,-36,59,1
-52,-32,68,1
-52,-27,73,1
-52,-20,100,1
-52,-18,203,1
-52,-5,119,1
-52,4,136,1
-52,4,138,1
-52,8,143,1
-52,12,151,2
-52,23,182,1
-52,44,237,1
-52,45,227,1
-51,-57,15,1
-51,-56,16,1
-51,-41,48,1
-51,-26,98,1
-51,-25,78,1
-51,-18,111,1
-51,1,134,1
-51,6,147,1
-51,23,194,1
-51,49,238,1
-50,-53,33,1
-50,-52,27,1
-50,-49,36,1
-50,-34,60,2
-50,-24,83,1
-50,-18,131,1
-50,0,159,1
-50,4,142,1
-50,14,182,1
-50,39,231,1
-50,43,235,1
-50,50,238,1
-49,-51,32,1
-49,-45,38,1
-49,-35,71,1
