x_bin,y_bin,t_bin,particle_count
-1578,-596,0,1
-1568,-724,24,1
-1566,-28,2832,1
-1556,-586,36,1
-1555,-588,38,1
-1550,-593,34,1
-1548,-595,32,1
-1548,-593,42,1
-1534,-594,80,1
-1406,-1006,212,1
-1308,-1316,255,2
-1281,-509,1875,1
-1213,-1090,513,1
-1205,-1090,514,1
-1168,-1058,939,1
-1131,-651,1032,1
-1124,517,3270,1
-1113,498,3232,1
-1108,538,3326,1
-1088,536,3317,1
-1083,-774,672,1
-1079,521,3288,1
-1070,557,3382,1
-1066,340,2417,1
-1066,561,3389,1
-1051,367,2479,1
-1017,38,2183,1
-982,-389,1385,1
-941,78,2153,1
-923,724,3221,1
-919,723,3233,1
-891,-186,1872,1
-881,245,3724,1
-864,79,2777,1
-853,240,2444,1
-847,106,2046,1
-846,-179,1998,1
-839,-190,2022,1
-835,-625,1307,1
-803,12,2120,1
-801,-18,2227,1
-801,-13,2231,1
-788,-17,2296,1
-778,298,2556,1
-774,-438,1797,1
-770,832,4190,1
-737,-1334,236,1
-730,-333,1602,1
-685,172,2486,1
-668,-477,1504,1
-633,-547,1377,1
-629,-852,1432,1
-626,-18,2270,1
-626,-18,2271,1
-598,-392,4289,1
-571,-200,2036,1
-568,-196,2037,1
-564,238,3239,1
-558,-403,1766,1
-503,-840,1500,1
-502,-329,1988,1
-491,-322,1986,1
-483,-1137,805,1
-456,891,3894,1
-447,-104,2338,1
-443,-768,1814,1
-422,-229,2129,1
-422,693,3761,1
-421,42,2638,1
-417,46,2648,1
-416,35,2630,1
-414,52,2661,1
-410,152,2874,1
-407,17,2620,1
-406,102,2783,1
-404,55,2678,1
-399,-543,1990,1
-395,48,2643,1
-394,-147,2363,1
-389,93,2709,1
-382,-399,2071,1
-376,-1225,1490,1
-375,-640,1746,1
-356,167,2846,1
-349,180,2879,1
-347,-470,2044,1
-344,-560,1941,1
-341,444,3355,1
-339,-480,2028,1
-339,-479,2028,1
-338,-451,2134,1
-333,-677,1687,1
-320,-155,2499,1
-317,409,3345,1
-304,144,2894,1
-303,144,2895,1
-298,48,2734,1
-295,1063,4659,1
-293,-541,2263,1
-293,187,3102,1
-283,369,3553,1
-282,42,2750,1
-281,562,3990,1
-280,-430,2306,1
-273,136,3089,1
-264,-583,1958,1
-263,389,3340,1
-262,387,3340,1
-239,-225,2412,1
-239,169,3013,1
-237,70,2901,1
-235,-230,2402,1
-233,-128,2659,1
-228,-288,2357,1
-228,-268,2349,1
-224,-33,2727,1
-224,-32,2727,1
-223,-103,2710,1
-223,4,2824,1
-222,-103,2708,1
-212,514,3791,1
-210,-296,2352,1
-207,-42,2846,1
-206,-34,2794,1
-205,-282,2439,1
-203,-427,2308,1
-202,-261,2431,1
-199,135,3077,1
-196,17,2830,1
