x_bin,y_bin,t_bin,particle_count
-61,-50,7,2
-61,-44,8,1
-61,-43,69,1
-61,-39,30,1
-61,-36,6,1
-61,-34,21,1
-61,-34,28,1
-61,-32,25,1
-61,-32,27,1
-61,-30,14,1
-61,-30,15,1
-61,-30,66,1
-61,-24,38,1
-61,-23,10,1
-61,-23,12,1
-61,-22,15,1
-61,-22,47,1
-61,-21,22,1
-61,-18,38,1
-61,-15,11,1
-61,-15,20,1
-61,-11,34,1
-61,-9,24,1
-61,-9,30,1
-61,-9,40,1
-61,-7,22,1
-61,-5,29,1
-61,-5,30,1
-61,-3,24,1
-61,-1,48,1
-61,0,21,1
-61,0,37,1
-61,1,30,1
-61,4,50,1
-61,5,20,1
-61,6,46,1
-61,7,24,1
-61,8,112,1
-61,9,22,1
-61,9,53,1
-61,15,36,1
-61,18,58,1
-61,22,48,1
-61,26,32,1
-61,29,31,1
-61,31,51,1
-61,32,63,1
-61,32,66,1
-61,33,39,1
-61,36,76,1
-61,37,69,1
-61,38,36,1
-61,41,57,1
-61,46,43,1
-61,47,50,1
-61,47,63,1
-61,49,45,1
-61,49,95,1
-61,51,62,1
-61,55,48,1
-60,-56,44,1
-60,-50,0,1
-60,-47,56,1
-60,-41,22,1
-60,-37,17,1
-60,-37,28,1
-60,-35,20,1
-60,-33,10,1
-60,-29,23,1
-60,-27,67,1
-60,-27,77,1
-60,-26,22,1
-60,-26,24,1
-60,-25,23,1
-60,-24,14,1
-60,-23,69,1
-60,-21,18,1
-60,-19,36,1
-60,-14,23,1
-60,-13,19,1
-60,-13,26,1
-60,-13,31,1
-60,-9,27,1
-60,-8,92,1
-60,-1,19,1
-60,1,21,1
-60,3,41,1
-60,4,36,1
-60,6,34,1
-60,7,95,1
-60,12,26,1
-60,12,31,1
-60,13,69,1
-60,14,30,1
-60,15,31,1
-60,15,34,1
-60,16,37,1
-60,16,48,1
-60,17,35,1
-60,17,38,1
-60,18,42,1
-60,22,49,1
-60,25,37,1
-60,28,34,1
-60,28,52,1
-60,29,33,1
-60,29,85,1
-60,30,34,1
-60,35,46,1
-60,47,44,1
-60,48,61,1
-60,51,47,1
-60,55,73,1
-59,-53,10,1
-59,-53,16,1
-59,-53,61,1
-59,-52,43,1
-59,-49,7,1
-59,-49,11,1
-59,-48,3,1
-59,-47,18,1
-59,-42,8,1
-59,-39,10,1
-59,-36,74,1
-59,-34,28,1
-59,-30,11,1
-59,-25,13,1
-59,-24,11,1
-59,-24,15,1
-59,-24,16,1
-59,-23,19,1
-59,-23,23,1
-59,-21,16,1
-59,-21,18,1
-59,-21,19,1
-59,-18,20,1
-59,-13,43,1
-59,-10,25,1
-59,-8,20,2
-59,-7,23,1
-59,-5,20,1
-59,-3,30,1
-59,0,22,1
-59,0,50,1
-59,3,24,1
-59,3,42,1
-59,4,20,1
-59,4,30,1
-59,5,64,1
-59,6,44,1
-59,7,24,1
-59,9,22,1
-59,9,39,1
-59,9,44,1
-59,10,22,1
-59,12,23,1
-59,13,26,1
-59,13,51,1
-59,18,36,1
-59,18,65,1
-59,20,59,1
-59,21,46,1
-59,22,36,1
-59,25,48,1
-59,27,36,1
-59,28,33,1
-59,28,36,1
-59,28,67,1
-59,29,61,1
-59,34,36,1
-59,36,40,1
-59,37,50,1
-59,50,47,1
-59,50,71,1
-59,52,46,1
-59,55,122,1
-59,56,67,1
-58,-55,1,1
-58,-50,3,1
-58,-48,18,1
-58,-47,31,1
-58,-47,48,1
-58,-45,19,1
-58,-44,12,1
-58,-41,38,1
-58,-40,15,1
-58,-40,33,1
-58,-39,78,1
-58,-36,7,1
-58,-36,28,1
-58,-35,37,1
-58,-32,11,2
-58,-32,13,1
-58,-28,15,1
-58,-26,10,1
-58,-25,52,1
-58,-23,36,1
-58,-22,17,1
-58,-22,29,1
-58,-22,63,1
-58,-18,15,1
-58,-18,18,1
-58,-18,32,1
-58,-17,15,1
-58,-17,35,1
-58,-15,14,1
-58,-15,15,1
-58,-15,27,1
-58,-15,49,1
-58,-14,45,1
-58,-13,18,1
-58,-13,31,1
-58,-13,34,1
-58,-12,20,1
-58,-10,16,1
-58,-10,28,1
-58,-9,29,1
-58,-5,23,1
-58,-5,29,1
-58,-5,44,1
-58,-3,24,1
-58,-3,26,1
-58,0,32,1
-58,1,34,1
-58,3,44,1
-58,4,47,1
-58,9,26,1
-58,11,35,1
-58,12,26,1
-58,12,27,1
-58,12,36,1
-58,12,37,1
-58,14,85,1
-58,16,34,1
-58,18,29,1
-58,20,30,1
-58,22,28,1
-58,23,30,1
-58,23,35,1
-58,24,49,1
-58,25,51,1
-58,28,37,1
-58,30,44,1
-58,31,35,1
-58,34,36,1
-58,34,43,1
-58,34,45,1
-58,34,60,1
-58,42,62,1
-58,42,79,1
-58,44,51,1
-58,44,56,1
-58,48,58,1
-58,52,45,1
-57,-55,18,1
-57,-52,3,1
-57,-50,0,1
-57,-50,4,1
-57,-48,76,1
-57,-47,5,1
-57,-41,28,1
-57,-39,4,1
-57,-39,49,1
-57,-38,22,1
-57,-37,4,1
-57,-34,18,1
-57,-33,17,1
-57,-33,24,1
-57,-26,18,1
-57,-24,9,2
-57,-24,16,1
-57,-24,26,1
-57,-22,30,1
-57,-21,15,1
-57,-17,65,1
-57,-16,33,1
-57,-15,17,1
-57,-14,19,1
-57,-12,23,1
-57,-11,18,1
-57,-11,45,1
-57,-10,56,1
-57,-10,72,1
-57,-9,19,1
-57,-9,26,1
-57,-8,34,1
-57,-7,63,1
-57,-6,20,1
-57,-5,18,1
-57,-3,21,1
-57,-3,26,1
-57,-2,24,2
-57,-2,26,1
-57,-1,21,1
-57,3,30,1
-57,4,23,1
-57,4,29,1
-57,5,30,1
-57,10,24,1
-57,10,48,1
-57,12,26,1
-57,13,33,1
-57,13,44,1
-57,16,48,1
-57,16,54,1
-57,16,65,1
-57,19,30,1
-57,19,35,1
-57,21,30,1
-57,24,43,1
-57,29,52,1
-57,31,35,1
-57,32,49,1
-57,34,41,1
-57,34,112,1
-57,36,37,1
-57,36,44,1
-57,36,47,1
-57,44,39,1
-57,46,45,1
-57,46,48,1
-57,50,49,1
-57,50,57,1
-56,-51,75,1
-56,-49,12,1
-56,-48,10,1
-56,-47,52,1
-56,-46,15,1
-56,-46,39,1
-56,-45,6,1
-56,-44,13,1
-56,-41,17,1
-56,-38,9,1
-56,-38,29,1
-56,-36,7,1
-56,-35,20,1
-56,-31,9,1
-56,-31,28,1
-56,-28,30,1
-56,-23,15,1
-56,-21,63,1
-56,-19,15,1
-56,-17,43,1
-56,-17,60,1
-56,-16,44,1
-56,-14,15,1
-56,-14,17,1
-56,-14,19,1
-56,-13,32,1
