x,y,t,energy,particle_id,incidence_energy,incidence_angle
273.8211,-274.15118,1854.9599999999919,0.0104635361055732,14,100000.0,45
268.0844,-274.56567,1846.2099999999919,0.0150237631946126,14,100000.0,45
-65.15168,-674.99945,741.359999999986,0.0195901741931433,14,100000.0,45
-469.54617,-41.19748,1034.0,0.0134578873730613,14,100000.0,45
-79.96197,-14.117721,1637.5699999999779,0.0285789901636005,14,100000.0,45
-149.34557,-85.928024,1408.789999999979,0.0388746967136276,14,100000.0,45
-149.22647,-100.2748,1390.7099999999919,0.0019522900707898,14,100000.0,45
-158.4909,-112.159424,1364.1399999999849,0.0357036251829797,14,100000.0,45
-369.99725,-152.88342,945.179999999993,0.054352877575909,14,100000.0,45
86.68432,188.01982,2258.399999999994,0.0244510948012611,14,100000.0,45
86.17386,188.03787,2257.4100000000035,0.0309593328496799,14,100000.0,45
-1.3443542,163.87492,2084.399999999994,0.0085100730671211,14,100000.0,45
48.01567,153.8311,2129.209999999992,0.1375170049507998,14,100000.0,45
-105.729805,-177.97467,1469.0999999999767,0.0016376092524141,14,100000.0,45
35.927967,54.780293,1949.179999999993,0.0059182708690386,14,100000.0,45
48.964497,63.53836,1979.8499999999767,0.02801840712815,14,100000.0,45
54.698643,56.002754,1977.4700000000012,0.017941681925414,14,100000.0,45
58.525257,59.695038,1988.1199999999953,0.3481992199430726,14,100000.0,45
24.651438,-20.89217,1881.0,0.0134243164736886,14,100000.0,45
31.111181,21.74839,1926.1900000000023,0.0154181753778518,14,100000.0,45
70.28961,46.55925,1995.039999999979,0.051472697304684,14,100000.0,45
64.654755,110.260994,2085.1199999999953,0.0143399464104671,14,100000.0,45
51.833176,110.21705,2068.3499999999767,0.0118285809552153,14,100000.0,45
71.8255,114.551476,2105.0499999999884,0.0548934040539048,14,100000.0,45
97.82376,24.216045,2004.359999999986,0.0641868597639226,14,100000.0,45
136.52258,84.34913,2169.039999999979,0.1344534547050143,14,100000.0,45
78.151245,79.94504,2055.539999999979,0.2583658471308073,14,100000.0,45
91.06784,103.6003,2127.579999999987,0.0239193116062756,14,100000.0,45
85.9307,87.58162,2084.720000000001,0.028501214177244,14,100000.0,45
61.564587,68.40425,2020.7699999999895,0.0452809406124072,14,100000.0,45
72.34279,113.00744,2107.75,0.0412436882881863,14,100000.0,45
86.54126,96.06463,2105.470000000001,0.0016976719664203,14,100000.0,45
85.688896,99.27261,2100.829999999987,0.1558069186724738,14,100000.0,45
95.196495,47.942352,2040.0499999999884,0.0284640455901738,14,100000.0,45
89.86932,54.229576,2043.4199999999837,0.0124825985454564,14,100000.0,45
92.95252,99.7591,2122.75,0.0130439934927269,14,100000.0,45
101.16226,83.3288,2100.7399999999907,0.1243995511897881,14,100000.0,45
83.19003,59.483818,2035.1399999999849,0.0226747628727732,14,100000.0,45
25.576746,38.72841,1900.9400000000023,0.0366719925391882,14,100000.0,45
31.685274,47.02698,1924.0199999999895,0.0755149238520687,14,100000.0,45
66.76468,68.89479,2050.9400000000023,0.0073788471833338,14,100000.0,45
97.40026,36.62509,2095.4100000000035,0.0085898882952388,14,100000.0,45
97.94536,92.96616,2116.7699999999895,0.012266052745525,14,100000.0,45
153.29678,66.6557,2289.209999999992,0.0016219821549788,14,100000.0,45
185.63094,225.51944,2572.5,0.0033221028562367,14,100000.0,45
-185.10887,63.413666,1634.3799999999756,0.0277869282401397,14,100000.0,45
-67.631004,-19.59125,1671.5199999999895,0.0294306012823378,14,100000.0,45
-110.05521,-51.619385,1548.4899999999907,0.0239770843224619,14,100000.0,45
-109.6351,-50.53206,1550.0499999999884,0.0164890733985199,14,100000.0,45
-112.33661,-52.543804,1542.2999999999884,0.0853152389585944,14,100000.0,45
27.996162,277.46707,2360.319999999978,0.0208534312017037,14,100000.0,45
102.92612,243.99203,2387.1900000000023,0.0358469746845174,14,100000.0,45
115.51379,258.77832,2435.470000000001,0.2452208736157353,14,100000.0,45
97.35516,248.81314,2391.069999999978,0.0063672562921897,14,100000.0,45
106.85972,256.0933,2415.959999999992,0.0162669408817044,14,100000.0,45
76.21205,264.81522,2386.4400000000023,0.0340825885797718,14,100000.0,45
116.718895,275.49417,2469.289999999979,0.0566109510735142,14,100000.0,45
84.36474,192.20108,2278.8499999999767,0.0212717543563992,14,100000.0,45
75.46285,411.80984,2724.25,0.0034042747035455,14,100000.0,45
276.83752,483.44772,3135.459999999992,0.0455756715282249,14,100000.0,45
276.43127,484.11987,3136.3499999999767,0.0145979448277514,14,100000.0,45
267.44016,474.16016,3100.2399999999907,0.2314124997040605,14,100000.0,45
316.86722,503.68723,3245.329999999987,0.0321952144065383,14,100000.0,45
316.77728,504.91965,3247.329999999987,0.2888697748142271,14,100000.0,45
43.453266,-71.6611,1810.679999999993,0.8027040304977336,14,100000.0,45
-267.64297,-94.47705,1222.5,0.0193534890416492,14,100000.0,45
-267.56396,-94.36925,1222.7699999999895,0.0260803969728169,14,100000.0,45
74.24694,403.9231,2623.3799999999756,0.0154163489605825,14,100000.0,45
47.433346,363.0301,2525.4100000000035,0.0192946190035569,14,100000.0,45
-26.185253,87.97685,1920.3299999999872,0.006094257843536,14,100000.0,45
-62.497944,114.82639,1879.1299999999756,0.0135022687707165,14,100000.0,45
-67.259186,114.79475,1870.8799999999756,0.1707395983696547,14,100000.0,45
-157.01416,50.004066,1619.0499999999884,0.0200667872172526,14,100000.0,45
-281.0223,21.022783,1371.1299999999756,0.0536107165963194,14,100000.0,45
-272.6085,29.78691,1396.9700000000012,0.1610537808412258,14,100000.0,45
-260.1653,16.609505,1396.1299999999756,0.0449525032936757,14,100000.0,45
-261.51797,18.218222,1396.2200000000012,0.2275187486892218,14,100000.0,45
301.89627,212.42577,2691.9199999999837,0.0027839436717232,14,100000.0,45
262.83148,166.81938,2518.4199999999837,0.1159841619857101,14,100000.0,45
270.7834,82.18512,2410.789999999979,0.0105677500403661,14,100000.0,45
