x_bin,y_bin,t_bin,particle_count
-61,-50,23,1
-61,-30,31,1
-61,-6,7,1
-61,0,15,1
-61,30,6,1
-61,30,41,1
-61,53,18,1
-60,-56,14,1
-60,-42,40,1
-60,-41,25,1
-60,-39,25,1
-60,-30,8,1
-60,-10,3,1
-60,-2,12,1
-60,1,50,1
-60,9,8,1
-60,14,18,1
-60,19,32,1
-60,35,9,1
-60,40,20,1
-59,-23,13,1
-59,2,4,1
-59,6,24,1
-59,33,42,1
-59,37,16,1
-58,-54,49,1
-58,-35,11,1
-58,-34,12,1
-58,-26,32,1
-58,0,1,1
-58,3,5,1
-58,5,7,1
-58,11,10,1
-58,11,49,1
-58,23,16,1
-57,-51,15,1
-57,-42,2,1
-57,-42,3,1
-57,-31,9,1
-57,-30,8,1
-57,-24,13,1
-57,-11,4,1
-57,-11,7,1
-57,-6,13,1
-57,0,12,1
-57,6,11,1
-57,11,20,1
-57,18,10,1
-57,18,14,1
-57,34,11,1
-56,-47,20,1
-56,-47,27,1
-56,-40,7,1
-56,-22,5,1
-56,-20,7,1
-56,-1,7,1
-56,2,29,1
-56,9,7,1
-56,21,4,1
-56,26,29,1
-56,53,26,1
-55,-47,47,1
-55,-39,22,1
-55,-28,22,1
-55,-23,4,1
-55,-16,10,1
-55,-15,5,1
-55,-6,3,2
-55,-6,32,1
-55,-1,9,1
-55,1,13,1
-55,4,2,1
-55,12,9,1
-55,22,26,1
-55,22,35,1
-55,24,2,1
-55,28,8,1
-55,39,24,1
-54,-56,24,1
-54,-53,15,1
-54,-51,18,1
-54,-47,13,1
-54,-26,13,1
-54,-26,33,1
-54,-24,15,1
-54,-22,6,1
-54,-16,5,1
-54,-2,4,1
-54,-2,14,1
-54,-2,23,1
-54,1,47,1
-54,2,17,1
-54,8,3,1
-54,8,25,1
-54,13,3,1
-54,22,7,1
-54,25,12,1
-53,-55,10,1
-53,-52,40,1
-53,-51,17,1
-53,-49,11,1
-53,-41,22,1
-53,-25,19,1
-53,-18,6,1
-53,-1,4,1
-53,4,19,1
-53,10,17,1
-53,26,25,1
-53,27,2,1
-53,35,5,1
-53,46,29,1
-53,47,21,1
-53,47,22,1
-52,-33,9,1
-52,-12,9,1
-52,1,5,1
-52,7,11,1
-52,11,11,1
-52,14,5,1
-52,22,8,1
-52,24,10,1
-52,24,50,1
-52,26,1,1
-52,29,4,1
-52,33,18,1
-52,52,15,1
-51,-50,24,1
-51,-31,3,1
-51,-25,2,1
-51,-18,50,1
-51,0,20,1
-51,8,8,1
-51,16,8,1
-51,16,9,1
-51,18,20,1
-51,20,2,2
-51,23,24,1
-51,31,5,1
-51,34,5,1
-51,47,6,1
-50,-44,41,1
-50,-43,13,1
-50,-15,32,1
-50,-14,3,1
-50,-12,3,1
-50,1,11,1
-50,6,7,1
-50,13,5,1
-50,13,6,1
-50,16,2,1
-50,56,26,1
-49,-54,2,2
-49,-46,13,1
-49,-46,18,1
-49,-44,7,1
-49,-33,27,1
-49,-26,2,1
-49,-1,46,1
-49,0,5,1
-49,3,8,1
-49,9,7,1
-49,16,4,1
-49,22,9,1
-49,23,1,1
-49,26,5,1
-49,29,7,1
-49,51,17,1
-49,54,15,1
-48,-55,13,1
-48,-37,13,1
-48,-28,2,1
-48,-12,3,1
-48,-10,14,1
-48,-5,1,1
-48,-3,7,1
-48,-2,13,1
-48,4,3,1
-48,4,6,1
-48,6,7,1
-48,15,3,1
-48,23,6,1
-48,27,24,1
-48,29,12,1
-48,39,19,1
-48,39,24,1
-48,47,27,1
-47,-48,25,1
-47,-37,17,1
-47,-32,19,1
-47,-16,2,1
-47,-16,12,1
-47,-16,18,1
-47,-6,7,1
-47,-1,10,1
-47,3,1,1
-47,7,31,1
-47,8,12,1
-47,12,1,1
-47,12,23,1
-47,16,6,1
-47,27,5,1
-47,41,22,1
-47,49,14,1
-47,51,32,1
-46,-48,10,1
-46,-38,3,1
-46,-36,3,1
-46,-20,34,1
-46,-18,1,1
-46,-16,52,1
-46,-10,10,1
-46,-5,4,1
-46,-5,5,1
-46,3,13,1
-46,9,8,1
-46,11,1,1
-46,12,7,1
-46,27,13,1
-46,28,4,1
-46,30,7,1
-46,40,15,1
-46,55,15,1
-45,-36,10,1
-45,-24,38,1
-45,-12,21,1
-45,-3,4,1
-45,0,3,1
-45,7,5,1
-45,11,10,1
-45,20,30,1
-45,20,31,1
-44,-41,10,1
-44,-33,11,1
-44,-31,51,1
-44,-24,5,1
-44,-18,4,1
-44,-18,5,1
-44,-17,7,1
-44,-17,9,1
-44,-16,15,1
-44,-11,14,1
-44,-10,28,1
-44,-6,10,1
-44,-5,10,1
-44,-4,3,1
-44,-3,33,1
-44,20,4,1
-44,42,5,1
-44,46,17,1
-44,55,27,1
-43,-54,10,1
-43,-50,8,1
-43,-46,26,1
-43,-38,7,1
-43,-37,7,1
-43,-35,8,1
-43,-27,17,1
-43,-24,4,1
-43,-12,31,1
-43,-9,12,1
-43,-7,5,1
-43,-4,3,1
-43,3,6,1
-43,18,25,1
-43,20,4,1
-42,-50,8,1
-42,-33,14,1
-42,-21,7,1
-42,-19,9,1
-42,-17,9,1
-42,-11,6,1
-42,-11,22,1
-42,-10,15,1
-42,-10,52,1
-42,3,4,1
-42,6,5,1
-42,6,30,1
-42,17,4,1
-42,17,11,1
-42,21,10,1
-42,23,36,1
-42,27,3,1
-42,36,3,1
-42,43,17,1
-41,-41,10,1
-41,-28,40,1
-41,-18,8,1
-41,-15,7,1
-41,-15,9,1
-41,-9,11,1
-41,-4,8,1
-41,3,10,1
-41,8,31,1
-41,12,14,1
-41,13,16,1
-41,14,11,1
-41,25,17,1
-41,26,1,1
-41,28,54,1
-41,39,10,1
-41,39,16,1
-41,40,7,1
-41,47,7,1
-40,-24,21,1
-40,-20,6,1
-40,-18,0,2
-40,-17,5,1
-40,-10,6,1
-40,-4,3,1
-40,4,27,1
-40,7,23,1
-40,10,30,1
-40,12,7,1
-40,17,33,1
-40,18,12,1
-40,20,27,1
-40,21,14,1
-40,25,53,1
-40,27,5,1
-40,30,17,1
-40,34,7,1
-40,37,7,1
-39,-53,5,1
-39,-43,18,1
-39,-31,3,1
-39,-30,6,1
-39,-15,9,1
-39,-11,2,2
-39,-11,6,1
-39,-9,6,1
-39,-7,9,1
-39,-6,3,1
-39,-5,14,1
-39,-3,6,1
-39,4,12,1
-39,5,15,1
-39,5,17,1
-39,10,4,1
-39,12,27,1
-39,20,22,1
-39,26,2,2
-39,30,12,1
-39,35,7,2
-39,36,8,1
-39,44,27,1
-39,55,46,1
-38,-52,11,1
-38,-51,6,1
-38,-50,8,1
-38,-45,29,1
-38,-40,5,1
-38,-36,8,1
-38,-33,29,1
-38,-31,8,1
-38,-21,11,1
-38,-16,2,1
-38,-9,33,1
-38,-4,28,1
-38,-2,12,1
-38,0,23,1
-38,13,17,1
-38,14,2,1
-38,19,6,1
-38,20,19,1
-38,22,2,1
-38,22,3,1
-38,24,25,1
-38,26,3,1
-38,38,17,1
-38,40,9,1
-38,40,22,1
-38,48,8,1
-37,-49,4,1
-37,-45,6,1
-37,-45,7,1
-37,-30,11,1
-37,-27,36,1
-37,-22,2,1
-37,-22,9,1
-37,-20,7,1
-37,-18,3,1
-37,-17,23,1
-37,-15,15,1
-37,-13,5,1
-37,-8,16,2
-37,-7,13,1
-37,12,8,1
-37,13,11,1
-37,14,6,1
-37,29,15,1
-37,36,30,1
-37,37,11,1
-37,50,37,1
-37,53,30,1
-37,54,6,1
-36,-56,8,1
-36,-51,28,1
-36,-49,8,1
-36,-48,3,1
-36,-39,1,1
-36,-32,8,1
-36,-27,8,1
-36,-27,15,1
-36,-22,6,1
-36,-20,13,1
-36,-10,7,1
-36,-9,15,1
-36,-6,15,1
-36,-4,5,1
-36,2,16,1
-36,10,5,1
-36,10,14,1
-36,16,10,1
-36,17,1,1
-36,28,16,1
-36,32,11,1
-36,36,2,1
-36,36,12,1
-36,36,28,1
-36,39,4,1
-36,42,5,1
-36,43,37,1
-36,47,34,1
-36,49,3,1
-35,-57,12,1
-35,-56,7,1
-35,-24,5,1
-35,-24,12,1
-35,-18,25,1
-35,-16,20,1
-35,-13,40,1
-35,-12,2,1
-35,-11,5,1
-35,-9,11,1
-35,-9,18,1
-35,-7,1,1
-35,-7,11,1
-35,-5,32,1
-35,-4,5,1
-35,-3,24,1
-35,-2,22,1
-35,-1,9,1
-35,-1,15,1
-35,0,25,1
-35,7,31,1
-35,8,46,1
-35,9,4,1
-35,10,12,1
-35,13,11,1
-35,17,13,1
-35,25,12,1
-35,26,6,1
-35,39,14,1
-35,40,25,1
-35,46,10,1
-34,-41,14,1
-34,-39,11,1
-34,-33,13,1
-34,-32,4,1
-34,-30,12,1
-34,-21,2,2
-34,-18,7,1
-34,-14,14,1
-34,-13,32,1
-34,-11,7,1
-34,-3,4,1
-34,-2,36,1
-34,3,18,1
-34,8,3,1
-34,17,9,1
-34,18,6,1
-34,19,16,1
-34,20,12,1
-34,21,6,1
-34,21,12,1
-34,24,9,1
-34,25,5,1
-34,30,9,1
-34,37,1,1
-34,38,1,1
-34,44,4,1
-34,48,2,1
-34,48,16,1
-34,50,17,1
-34,51,8,1
-34,54,9,1
-34,55,3,1
-34,55,33,1
-33,-54,4,1
-33,-39,17,1
-33,-32,15,1
-33,-30,4,1
-33,-22,3,1
-33,-22,4,1
-33,-15,5,1
-33,-15,6,1
-33,-14,4,1
-33,-13,8,1
-33,-8,4,1
-33,-4,3,1
-33,-1,5,1
-33,3,3,1
-33,3,31,1
-33,5,1,3
-33,6,7,1
-33,7,7,1
-33,10,6,1
-33,11,13,1
-33,12,1,2
-33,12,17,1
-33,13,3,1
-33,16,2,1
-33,21,8,1
-33,38,10,1
-33,41,10,1
-33,48,1,1
-32,-44,32,1
-32,-39,11,1
-32,-37,1,1
-32,-31,40,1
-32,-27,1,1
-32,-25,1,1
-32,-24,21,1
-32,-23,6,1
-32,-21,1,1
-32,-15,2,1
-32,-13,9,1
-32,-12,5,1
-32,-9,4,1
-32,-7,18,1
-32,-6,3,1
-32,1,2,1
-32,3,8,1
-32,7,1,2
-32,8,1,2
-32,10,28,1
-32,13,10,1
-32,15,27,1
-32,16,1,1
-32,22,12,1
-32,30,50,1
-32,35,2,1
-32,45,11,1
-32,46,17,1
-32,48,4,1
-32,53,10,1
-32,56,8,1
-31,-56,10,1
-31,-55,5,1
-31,-55,28,1
-31,-46,22,1
-31,-44,5,1
-31,-40,23,1
-31,-29,11,1
-31,-17,2,1
-31,-15,5,1
-31,-9,4,1
-31,-8,1,1
-31,-3,2,1
-31,-2,48,1
-31,2,2,2
-31,9,1,1
-31,12,4,1
-31,16,38,1
-31,18,1,1
-31,28,2,1
-31,28,6,1
-31,29,13,1
-31,45,4,1
-31,47,14,1
-31,52,47,1
-30,-51,4,1
-30,-32,18,1
-30,-31,11,1
-30,-26,8,1
-30,-26,44,1
-30,-18,4,1
-30,-18,29,1
-30,-17,28,1
-30,-15,5,1
-30,-14,4,1
-30,-12,12,2
-30,-11,11,1
-30,-9,24,1
-30,-7,10,1
-30,-6,3,1
-30,-1,3,1
-30,-1,8,1
-30,-1,22,1
-30,0,8,1
-30,1,1,1
-30,2,24,1
-30,3,2,1
-30,5,9,1
-30,8,7,1
-30,9,12,1
-30,11,8,1
-30,21,14,1
-30,24,3,1
-30,25,4,1
-30,29,13,1
-30,40,9,1
-30,44,24,1
-29,-54,20,1
-29,-49,39,1
-29,-48,12,1
-29,-45,39,1
-29,-42,7,1
-29,-40,2,1
-29,-40,15,1
-29,-33,8,1
