x_bin,y_bin,t_bin,particle_count
-61,-16,26,1
-61,-3,45,1
-61,13,87,1
-61,55,68,1
-60,-51,3,1
-60,-34,41,1
-60,-25,62,1
-60,-19,134,1
-60,-13,74,1
-60,2,35,1
-60,2,36,1
-60,7,57,1
-60,32,71,1
-60,44,106,1
-59,-40,18,1
-59,-40,40,1
-59,-39,37,1
-59,-17,41,1
-59,-13,37,1
-59,-12,51,1
-59,2,60,1
-59,3,38,1
-58,-44,22,1
-58,-36,18,1
-58,-34,20,1
-58,-27,25,1
-58,35,71,1
-58,44,71,1
-57,-57,9,1
-57,-54,0,1
-57,-33,11,1
-57,-24,24,1
-57,-21,37,1
-57,-16,23,1
-57,-12,23,2
-57,-12,40,1
-57,-9,38,1
-57,-7,33,1
-57,-4,37,1
-57,5,37,1
-57,7,45,1
-57,13,82,1
-57,22,52,1
-57,30,72,1
-56,-52,0,1
-56,-36,24,1
-56,-16,33,1
-56,-6,42,1
-56,8,39,1
-55,-49,33,1
-55,-45,13,1
-55,-1,52,1
-55,15,61,1
-55,27,97,1
-55,33,60,1
-55,35,60,1
-55,35,107,1
-55,44,61,1
-55,49,79,1
-55,50,69,1
-55,51,73,1
-54,-26,72,1
-54,20,46,1
-54,35,92,1
-54,51,72,1
-54,52,74,1
-53,-20,55,1
-53,-10,29,1
-53,-4,36,1
-53,7,41,1
-53,9,40,1
-53,9,41,1
-53,15,52,1
-53,26,50,1
-53,35,67,1
-53,38,63,1
-53,38,74,1
-52,-57,32,1
-52,-43,17,1
-52,-34,19,1
-52,-17,42,1
-52,-14,56,1
-52,4,85,1
-52,10,53,1
-52,11,55,1
-52,16,59,1
-52,20,47,1
-52,21,64,1
-52,37,76,1
-51,-54,8,1
-51,-28,32,1
-51,-24,34,1
-51,-20,37,1
-51,-14,41,1
-51,-2,50,1
-51,-2,62,1
-51,17,119,1
-51,30,64,1
-51,41,75,1
-51,46,75,1
-51,52,106,1
-50,-53,27,1
-50,-40,16,1
-50,-37,19,1
-50,-19,69,1
-50,-9,30,1
-50,-5,46,1
-50,-3,42,1
-50,14,72,1
-50,26,54,1
-50,34,62,1
-49,-41,34,1
-49,-25,25,1
-49,-9,65,1
-49,-5,40,1
-49,-5,45,1
-49,0,40,1
-49,10,55,1
-49,14,47,1
-49,24,54,1
-49,39,72,1
-49,40,73,1
-48,-49,54,1
-48,-41,21,1
-48,-25,46,1
-48,-16,54,1
-48,-12,82,1
-48,13,53,1
-48,14,53,1
-48,17,93,1
-48,19,80,1
-48,27,72,1
-48,37,62,1
-48,48,72,1
-47,-48,21,1
-47,-46,21,1
-47,-43,19,1
-47,-28,27,1
-47,-27,30,1
-47,-26,23,1
-47,-24,30,1
-47,-18,30,1
-47,-10,104,1
-47,-6,48,1
-47,3,41,1
-47,5,44,1
-47,5,46,1
-47,11,46,1
-47,12,45,1
-47,13,54,1
-47,19,47,1
-47,19,48,1
-47,28,60,1
-47,31,59,1
-46,-37,39,1
-46,-36,20,1
-46,-35,18,1
-46,-35,19,1
-46,-25,24,1
-46,-23,26,1
-46,-18,30,1
-46,-6,35,1
-46,-6,36,1
-46,-6,53,1
-46,-3,36,1
-46,2,66,1
-46,3,41,1
-46,19,55,1
-46,22,132,1
-46,29,56,1
-46,31,95,1
-46,34,62,1
-46,50,98,1
-46,54,101,1
-45,-46,16,1
-45,-44,18,1
-45,-41,49,1
-45,-12,39,1
-45,-11,31,1
-45,-7,36,1
-45,-5,35,1
-45,-1,48,1
-45,3,43,1
-45,8,79,1
-45,16,58,1
-45,24,77,1
-45,25,71,1
-45,33,107,1
-45,45,71,1
-45,53,91,1
-44,-56,23,1
-44,-49,58,1
-44,-46,18,1
-44,-33,24,1
-44,-27,34,1
-44,-18,30,1
-44,-14,58,1
-44,-13,38,1
-44,-11,33,1
-44,-10,41,1
-44,-7,71,1
-44,-5,50,1
-44,-4,37,1
-44,0,46,1
-44,1,46,1
-44,1,54,1
-44,3,44,1
-44,4,78,1
-44,11,47,1
-44,11,89,1
-44,13,62,1
-44,22,73,1
-44,40,72,1
-44,43,83,1
-44,44,73,1
-43,-56,5,1
-43,-28,24,1
-43,-24,99,1
-43,-9,33,1
-43,-5,43,1
-43,5,44,1
-43,5,46,1
-43,12,53,1
-43,12,76,1
-43,16,59,1
-43,25,59,1
-43,30,58,1
-43,30,63,1
-43,33,63,1
-43,37,113,1
-42,-48,14,1
-42,-46,22,1
-42,-43,32,1
-42,-32,23,1
-42,-30,42,1
-42,-18,42,1
-42,-14,44,1
-42,-5,47,1
-42,-4,37,1
-42,-2,45,1
-42,0,50,1
-42,9,56,1
-42,12,48,1
-42,12,52,1
-42,14,58,1
-42,17,53,1
-42,18,74,1
-42,24,56,1
-42,40,83,1
-42,42,80,1
-41,-37,21,1
-41,-20,30,2
-41,-20,32,1
-41,-19,32,1
-41,-18,38,1
-41,-16,58,1
-41,-7,36,1
-41,3,42,1
-41,3,52,1
-41,10,49,1
-41,10,51,1
-41,14,57,1
-41,16,81,1
-41,18,98,1
-41,22,67,1
-41,22,116,1
-41,25,65,1
-41,28,60,1
-41,28,64,1
-41,52,141,1
-41,54,77,1
-40,-26,45,1
-40,-14,59,1
-40,-9,35,1
-40,-9,47,1
-40,-8,47,1
-40,0,42,1
-40,3,48,1
-40,8,45,1
-40,20,57,1
-40,23,55,1
-40,25,83,1
-40,29,82,1
-40,43,88,1
-39,-48,30,1
-39,-47,18,1
-39,-47,28,1
-39,-39,38,1
-39,-35,29,1
-39,-33,26,1
-39,-25,41,1
-39,-23,35,1
-39,-21,54,1
-39,-17,44,1
-39,-16,65,1
-39,-15,36,1
-39,-14,125,1
-39,-10,42,1
-39,-6,42,1
-39,-3,50,1
-39,-3,62,1
-39,3,54,1
-39,11,54,1
-39,11,62,1
-39,17,53,1
-39,18,68,1
-39,22,140,1
-39,31,81,1
-39,37,69,1
-39,37,102,1
-39,41,136,1
-39,50,118,1
-38,-55,18,1
-38,-51,26,1
-38,-44,60,1
-38,-43,25,1
-38,-43,41,1
-38,-35,27,1
-38,-35,119,1
-38,-29,29,1
-38,-21,32,1
-38,-20,121,1
-38,-15,34,2
-38,-15,39,1
-38,1,44,1
-38,7,71,1
-38,13,51,1
-38,13,60,1
-38,16,65,1
-38,17,54,1
-38,27,75,1
-38,31,64,1
-38,32,64,1
-38,33,77,1
-38,42,125,1
-37,-55,16,1
-37,-32,29,1
-37,-28,53,1
-37,-27,39,1
-37,-19,81,1
-37,-14,35,1
-37,-6,51,1
-37,-4,47,1
-37,-3,90,1
-37,3,47,1
-37,8,54,1
-37,10,56,1
-37,11,69,1
-37,12,64,1
-37,13,54,1
-37,20,54,1
-37,29,62,1
-37,51,88,1
-36,-29,28,1
-36,-28,41,1
-36,-27,33,1
-36,-26,32,1
-36,-25,42,1
-36,-23,38,1
-36,-22,31,1
-36,-17,59,1
-36,-16,39,1
-36,-11,79,1
-36,-8,45,1
-36,-5,45,1
-36,-4,48,1
-36,0,44,1
-36,5,49,1
-36,9,51,1
-36,14,59,1
-36,14,110,1
-36,15,71,1
-36,17,56,1
-36,18,58,1
-36,19,54,1
-36,28,63,1
-36,29,63,2
-36,30,109,1
-36,49,106,1
-35,-53,16,1
-35,-50,64,1
-35,-49,21,1
-35,-42,76,1
-35,-40,43,1
-35,-35,22,1
-35,-29,114,1
-35,-28,34,1
-35,-26,49,1
-35,-22,34,1
-35,-18,50,1
-35,-17,34,1
-35,-17,37,1
-35,-13,39,1
-35,-11,43,1
-35,-9,50,1
-35,-3,50,1
-35,2,56,1
-35,4,46,1
-35,16,67,1
-35,21,65,1
-35,22,63,1
-35,24,71,1
-35,26,66,1
-35,33,68,1
-35,39,80,1
-35,51,90,1
-34,-48,25,1
-34,-43,18,1
-34,-37,37,1
-34,-30,27,1
-34,-26,38,1
-34,-23,32,1
-34,-20,35,1
-34,-20,38,1
-34,-20,60,1
-34,-17,51,1
-34,-16,36,1
-34,-13,41,1
-34,-8,47,1
-34,-6,49,1
-34,-5,47,1
-34,-4,52,1
-34,-1,53,1
-34,4,59,1
-34,4,61,1
-34,7,62,1
-34,9,53,1
-34,10,55,1
-34,14,61,1
-34,20,66,1
-34,21,61,1
-34,35,80,1
-34,43,94,1
-34,55,87,1
-33,-43,19,1
-33,-43,31,1
-33,-35,23,1
-33,-34,33,1
-33,-32,54,1
-33,-26,30,1
-33,-23,42,1
-33,-15,110,1
-33,-13,37,1
-33,-12,42,1
-33,-11,39,1
-33,-10,47,1
-33,-6,68,1
-33,-4,47,1
-33,-1,44,1
-33,-1,46,1
-33,14,66,1
-33,19,57,1
-33,19,64,1
-33,20,115,1
-33,21,62,1
-32,-52,20,1
-32,-51,21,1
-32,-37,48,1
-32,-29,37,1
-32,-13,69,1
-32,-10,91,1
-32,-8,46,1
-32,-4,47,1
-32,-1,46,2
-32,1,53,1
-32,14,78,1
-32,18,98,1
-32,20,61,1
-32,27,62,1
-32,28,94,1
-32,33,68,1
-31,-54,23,1
-31,-50,18,2
-31,-45,19,1
-31,-37,65,1
-31,-32,30,2
-31,-26,39,1
-31,-25,32,1
-31,-23,33,1
-31,-22,51,1
-31,-19,49,1
-31,-12,57,1
-31,-5,98,1
-31,-2,46,1
-31,0,70,1
-31,4,57,1
-31,4,73,1
-31,7,63,1
-31,12,80,1
-31,16,59,1
-31,17,64,1
-31,21,59,1
-31,21,62,1
-31,22,101,1
-31,27,70,1
-31,30,82,1
-31,43,80,1
-31,48,89,1
-30,-47,29,1
-30,-45,28,1
-30,-43,27,1
-30,-37,46,1
-30,-34,36,1
-30,-30,30,1
-30,-27,33,1
-30,-26,38,1
-30,-23,35,1
-30,-21,39,1
-30,-19,58,1
-30,-12,50,1
-30,-11,60,1
-30,-2,71,1
-30,4,49,1
-30,4,51,1
-30,5,53,1
-30,11,60,1
-30,13,56,1
-30,17,76,1
-30,22,63,1
-30,24,69,1
-30,25,92,1
-30,28,66,1
-30,52,83,1
-29,-56,26,1
-29,-54,32,1
-29,-42,30,1
-29,-41,29,1
-29,-39,35,1
-29,-36,31,1
-29,-31,31,1
-29,-31,32,1
-29,-22,54,1
-29,-21,44,1
-29,-17,42,1
-29,-16,37,2
-29,-14,53,1
-29,-12,51,1
-29,-11,42,1
-29,-11,43,1
-29,-9,57,1
-29,-8,43,1
-29,-4,47,2
-29,-2,56,1
-29,-1,55,1
-29,-1,56,1
-29,0,59,1
-29,4,56,1
-29,5,51,1
-29,5,52,1
-29,9,54,1
-29,9,65,1
-29,15,58,1
-29,16,60,1
-29,17,57,1
-29,18,58,1
-29,22,78,1
-29,27,78,1
-29,33,86,1
-29,44,154,1
-29,48,90,1
-28,-53,27,1
-28,-50,18,1
-28,-46,23,1
-28,-35,31,1
-28,-34,33,1
-28,-30,61,1
-28,-29,37,1
-28,-25,49,1
-28,-21,39,1
-28,-20,37,1
-28,-20,52,1
-28,-16,41,1
-28,-14,47,1
-28,-13,40,1
-28,-9,46,1
-28,-8,64,1
-28,-6,45,1
-28,-6,46,1
-28,-6,58,1
-28,-5,46,1
-28,-5,52,1
-28,-4,49,1
-28,-3,45,1
-28,-3,46,2
-28,-1,46,1
-28,-1,50,1
-28,1,58,1
-28,4,51,1
-28,5,52,1
-28,7,55,1
-28,7,73,1
-28,12,56,1
-28,15,59,1
-28,19,61,2
-28,19,69,1
-28,20,60,1
-28,32,70,1
-28,40,96,1
-28,42,78,1
-28,50,99,1
-28,51,90,1
-28,56,93,1
-27,-52,26,1
-27,-50,31,1
-27,-47,20,1
-27,-45,24,2
-27,-41,30,1
-27,-40,40,1
-27,-39,38,1
-27,-38,29,1
-27,-33,32,1
-27,-30,53,1
-27,-28,41,1
-27,-23,38,1
-27,-22,43,1
-27,-18,52,1
-27,-17,72,1
-27,-16,41,1
-27,-13,46,1
-27,-13,47,1
-27,-12,47,1
-27,-9,46,1
-27,-9,47,1
-27,-8,52,1
-27,-6,49,2
-27,-5,48,1
-27,-5,50,1
